"genes"	"NF54.37.1"	"NF54.37.2"	"NF54.41.1"	"NF54.41.2"	"PB4.37.1"	"PB4.37.2"	"PB4.41.1"	"PB4.41.2"	"PB31.37.1"	"PB31.37.2"	"PB31.41.1"	"PB31.41.2"
"PF3D7.1407200"	83.75	57.92	99.66	103.66	134.1	117.52	174.91	143.93	104.46	185.04	146.86	112.03
"PF3D7.1407300"	243.12	237.77	291.64	256.73	241.77	263.16	380.22	389.35	216.76	247.94	312.97	346.7
"PF3D7.1407400"	76.9	72.73	97.05	91.58	118.61	66.76	109.86	120.94	82.82	66.4	78.87	105.38
"PF3D7.1407500"	190.46	134.23	210.74	187.85	101.49	170.46	250.32	214.85	94.91	106.86	192.98	309.4
"PF3D7.1407700"	26.64	23.39	13.3	5.33	23.22	39.1	12.34	14.32	11.01	22.19	21.59	16.51
"PF3D7.1407800"	906.91	675.54	596.91	583.13	787.46	821.36	962.42	965.58	515.03	653.62	954.48	760.09
"PF3D7.1408000"	217.42	213.71	439.05	452.1	170.46	205.36	380.95	266.61	188.89	175.69	377.72	431.77
"PF3D7.1408100"	1158.26	733.27	1353.02	1198.25	599.26	582.69	1886.12	1625.86	401.38	627.07	1089.34	1352.18
"PF3D7.1408600"	2831.92	2332.6	5041.64	4665.2	1337.46	1257.05	4275.21	4423.33	1233.82	1187.2	3002.39	3645.83
"PF3D7.1409100"	64.36	69.02	57.1	51.83	80.19	92.61	52.38	55.67	100.83	63.11	66.26	57.1
"PF3D7.1409400"	186.74	238.45	61.78	57.31	204.46	299.13	78.89	131.3	628.02	395.15	252.14	77.71
"PF3D7.1409900"	120.69	101.55	133.68	113.61	140.04	127.64	109.52	108.6	136.06	104.18	136.61	135.93
"PF3D7.1410200"	323.41	270.9	481.06	454.88	227.22	209.82	588.24	463.95	81.82	263.73	310.38	508.05
"PF3D7.1410400"	284.78	428.46	66.09	60.84	361.05	405.8	92.67	188.2	1817.26	1340.73	266.85	56.66
"PF3D7.1410600"	1112.34	1166.83	1408.33	1331.75	569.58	745.04	1228.91	1437.95	711.17	508.06	1057.3	1344.72
"PF3D7.1410800"	92.39	177.23	47.65	35.45	170.13	145.7	73.68	53.84	398.58	270.42	105.07	34.92
"PF3D7.1410900"	90.23	95.43	80.99	76.41	106.61	115.32	103.15	105.67	126.55	178.07	96.74	106.52
"PF3D7.1411200"	104.28	91.78	77.33	72.48	90.11	104.32	119.78	116.16	101.81	152.52	100.04	87.11
"PF3D7.1411300"	43.8	32.23	32.15	39.28	36.51	30.46	43.09	35.71	47.62	60.11	34.95	34.97
"PF3D7.1411500"	25.04	21.94	22.55	28.43	39.13	27.59	49.09	29.33	8.37	31.36	24.59	34.22
"PF3D7.1411900"	188.85	212.83	173.52	168.11	223.24	165.01	350.74	307.84	67.15	175.84	207.49	294.02
"PF3D7.1412100"	10.92	15.13	32.58	32.58	15.38	12.16	17.77	13.11	33.54	34.5	17.07	21.75
"PF3D7.1412300"	806.63	746.13	1112.99	1084.43	901.22	739.71	1209.38	1099.53	993.71	759.3	1082.52	1078.23
"PF3D7.1412500"	277.66	240.66	360.39	315.14	163.78	169.1	472.09	500.64	92.24	109.21	395.82	500.44
"PF3D7.1412700"	19.73	12.51	38.18	34.48	22.41	13.62	41.05	39.07	9.66	14.05	23.74	34.06
"PF3D7.1412800"	416.34	332.58	117.08	114.6	345.55	270.34	217.83	265.14	184.61	248.97	163.49	172.16
"PF3D7.1413200"	75.3	60.61	18.16	12.24	158.3	114.68	58.43	48.24	48.3	47.84	66.45	43.55
"PF3D7.1413400"	15.36	19.78	23.7	20.74	35.23	30.3	16.54	15.96	43.02	26.45	17.98	17.06
"PF3D7.1413500"	25.43	37.62	40.11	23.56	32.1	34.1	21.18	13.94	70.89	44.65	32.66	18.03
"PF3D7.1413700"	27.56	59.84	9.29	10.76	44.35	64.24	13.75	26.58	99.48	216.67	27.01	11.41
"PF3D7.1413800"	39.33	37.08	37.85	40.44	40.57	36.19	66.35	58.25	16.26	59.15	54.25	52.21
"PF3D7.1413900"	82.19	64.38	52.99	55.19	72.51	56.15	66.41	79.4	63.49	51.82	71.81	78.3
"PF3D7.1414000"	221.92	316.12	243.54	216.9	304.6	326.71	193.14	185.81	488.09	220.08	325.98	156.75
"PF3D7.1414100"	50.38	43.01	51.71	51.56	30.93	42.49	74.65	65.81	20.46	53.67	44.14	61.4
"PF3D7.1414400"	200.08	304.42	180.66	159.14	194.76	267.72	145.42	162.79	633.98	377.43	223.49	130.91
"PF3D7.1414800"	369.11	346.23	531.9	443.82	290.06	330.69	625.44	551.11	235.65	313.64	430.32	449.19
"PF3D7.1415000"	22.83	12.7	24.47	22.31	42.74	24.02	11.22	17.02	34.46	39.81	26.3	19.66
"PF3D7.1415200"	223.08	216.82	240.5	191.33	136.02	212.13	258.86	320.87	151.32	106.4	224.79	242.85
"PF3D7.1415300"	112.62	116.31	176.47	153.1	142.98	147.99	133.41	135.84	221.71	125.76	206.41	162.24
"PF3D7.1415700"	47.08	44.43	29.78	31.15	40.99	52.21	54.17	59.35	30.57	23.32	61.82	56.03
"PF3D7.1415900"	137.12	168.4	147.5	178.25	150.04	183.51	227.06	186.62	75.92	96.57	254.12	174.58
"PF3D7.1416400"	30.9	47.5	9.49	4.67	68.96	81.94	24.83	20.16	29.17	32.24	39.69	15.28
"PF3D7.1416500"	60.77	84.66	3.38	14.1	43.09	87.9	15.98	31.25	52.63	116.28	59.98	16.52
"PF3D7.1416700"	137.56	145.85	32.88	14.78	288.04	223.18	74.08	66.44	68.21	88.91	167.16	40.31
"PF3D7.1416800"	34.8	43.73	55.89	56.07	54.65	62.73	71.65	57.02	44.84	35.79	66.88	57.16
"PF3D7.1416900"	302.88	266.59	638.89	592.78	203.63	311.18	327.25	381.77	306.64	106.13	510.22	518.18
"PF3D7.1417200"	43.72	43.41	30.47	36.13	45.27	47.04	46.17	58.52	27.64	50.59	31.2	43.47
"PF3D7.1417500"	259.65	217.95	262.96	270.48	205.27	221.41	301.11	300.47	99.3	141.09	234.76	264.27
"PF3D7.1417600"	24.14	29.21	17.3	19.35	25.92	31.46	23.55	38.35	22.63	39.93	19.46	34.9
"PF3D7.1417700"	207.4	160.91	180.45	178.86	182.91	190.35	195.52	182.92	199.51	154.21	193.08	218.56
"PF3D7.1417800"	65.88	96.99	109.35	76	91.66	110.03	41.04	56.63	201.37	97.71	82.01	62.12
"PF3D7.1417900"	121.04	122.03	135.31	116.37	132.69	181.63	63.17	85.3	149.68	53.02	175.69	87.53
"PF3D7.1418000"	203.45	263.63	214.19	221.58	151.39	248.39	192.54	248.54	239.44	99.69	227.31	179.78
"PF3D7.1418200"	28.49	15.12	42.59	20.73	22.02	12.88	53.75	28.34	25.29	14.14	40.26	42.29
"PF3D7.1418300"	85.38	82.3	138.56	146.41	80.76	94.29	222.24	153.86	160.02	82.58	155.18	166.3
"PF3D7.1418800"	101.13	128.68	84.5	123.71	24.96	78.46	107.61	154.08	270.94	20.18	139.04	146.35
"PF3D7.1418900"	74.76	78.18	90	102.17	86.75	88.48	143.42	115.7	34.24	98.48	70.64	102.3
"PF3D7.1419100"	32.8	24.2	37	40.02	32.66	33.35	74.47	59.67	17.11	35.85	24.52	50.07
"PF3D7.1419200"	12.16	11.06	50.6	32.89	15.88	8.16	33.74	15.63	16.33	10.94	17.92	29.94
"PF3D7.1419300"	264.3	200.33	370	277.37	167.17	167.92	338.56	231.23	101.28	195.95	223.99	291.66
"PF3D7.1419600"	28.94	23.14	24.48	20.48	33.73	32.84	37.12	23.18	27.83	76.39	34.12	28.71
"PF3D7.1419700"	224	258.49	222.31	299.68	125.66	163.8	244.47	358.88	95.95	143.11	182.23	220.3
"PF3D7.1420000"	241.01	252.35	271.6	322.56	125.4	150.18	246.26	458.58	145.38	91.03	234.48	314.57
"PF3D7.1420300"	23.6	18.17	17	24.1	21.85	20.17	57.94	40.56	15.13	36.31	17.25	22.75
"PF3D7.1420400"	193.83	170.61	315.16	265.74	157.85	159.86	325.98	269.91	98.58	181.7	181.01	292
"PF3D7.1420700"	782.15	834.16	828.52	969.98	577.48	798.16	1031.84	1259.58	381.61	913.87	767.55	931.72
"PF3D7.1420900"	33.83	49.57	29.1	29.92	43.87	58.4	26.29	19.41	59.71	33.09	31.32	22.34
"PF3D7.1421000"	25.94	32.16	17.9	41.59	40.08	50.75	43.33	33.23	43.15	16.07	22.42	12.84
"PF3D7.1421200"	3439.44	2950.03	5278.96	5396.7	1780.51	1765.57	5730.43	5396.33	1784.71	1930.43	3412.92	3725.17
"PF3D7.1421600"	40.13	36.67	55.97	61.52	46.02	30.11	78.99	56.64	22.38	41.34	38.04	59.25
"PF3D7.1421900"	97.81	135.76	110.77	94.75	65.96	114.2	54.49	58.22	344.15	127.13	116.89	69.47
"PF3D7.1422400"	33.1	28.39	30.07	31.06	34.4	29.43	44.29	42.46	15.62	31.8	31.15	38.07
"PF3D7.1422500"	27.43	26.41	13.35	12.87	31.35	30.14	7.33	9.05	53.28	28.22	19.35	8.26
"PF3D7.1422700"	21.09	27.04	32.01	49.68	16.25	18.1	26.75	39.32	13.93	14.71	21.33	30.22
"PF3D7.1422800"	21.04	11.79	13.34	20.06	15.8	14.71	31.24	15.95	11.69	14.16	17.24	24.85
"PF3D7.1423000"	133.98	102.34	186.02	141.54	132.72	128.06	245.56	175.15	69.94	162.93	135.63	180.65
"PF3D7.1423100"	35.74	52.82	19.15	11.78	44.92	71.48	22.23	40.09	136.46	118.04	33.28	16.71
"PF3D7.1423300"	85.02	117.15	17.07	20.91	78	152.01	24.73	58.39	325.45	345.98	73.61	18.12
"PF3D7.1423500"	22.46	23.42	8.2	6.48	30.71	21.44	22.88	31.76	31.37	23.31	14.56	22.96
"PF3D7.1423700"	167.22	175.49	273.54	267.95	165.42	149.96	339.05	343.38	89.31	169.99	177.93	278.61
"PF3D7.1423800"	44.8	40.64	37.41	33.61	33.17	36.49	69.2	75.5	25.37	38.47	31.78	49.39
"PF3D7.1425700"	88.99	58.62	74.65	86.01	129.82	72.28	134.74	89.82	58.63	96.88	88.3	71
"PF3D7.1425900"	61.21	35.11	59.66	55.7	27.21	29.54	110.09	72.72	18.37	22.4	65.98	62.24
"PF3D7.1426000"	3282.11	2341.99	5595.97	4821.63	2245.71	1785.37	8073.48	4624.4	1444.85	2851.64	4143.31	4700.04
"PF3D7.1426200"	351.28	269.19	734.48	627.66	281.51	189.72	732.67	519.1	226.4	302.74	412.04	530.69
"PF3D7.1426700"	78.82	91.42	40.66	36.29	90.6	97.71	64.35	71.01	136.95	97.7	70.14	62.08
"PF3D7.1426900"	518.79	658.51	464.11	354.44	546.48	622.33	343.35	267.37	1181.33	557.79	635.14	308.32
"PF3D7.1427100"	121.31	130.23	44.1	36.04	147.25	145.74	128.35	146.36	43.33	149.51	101.58	159.63
"PF3D7.1427500"	13.63	17.92	55.05	45.71	17.25	16.9	25.59	13.35	47.13	24.83	26	24.45
"PF3D7.1427600"	35.15	27.21	69.58	60.32	63.59	48.16	56.73	38.93	45.52	62.69	43.4	54.21
"PF3D7.1427800"	115	79.68	92.71	119.55	81.07	90.77	141	86.03	58.83	58.32	122.17	101.77
"PF3D7.1427900"	482.87	450.89	1229.77	1212.65	522.79	422.14	630.08	461.57	752.03	490.29	544.25	625.49
"PF3D7.1428200"	58.87	47.9	19.23	23.83	65.95	47.24	63.93	57.8	60.97	159.78	40.28	42.96
"PF3D7.1428300"	537	380.19	441.13	401.24	489.81	331.99	713.7	613.25	200.72	419.73	481.15	626.39
"PF3D7.1428700"	23.17	11.99	40.7	42.54	18.77	16.3	62.58	38.09	30.42	29.35	40.1	75.29
"PF3D7.1429000"	46.52	38.7	66.55	57.68	44.78	26.1	100.46	70.6	55.95	47.92	79.16	92.24
"PF3D7.1429100"	68.29	86.88	108.73	127.68	61.98	84.88	104.77	92.73	154.15	79.66	98.51	111.3
"PF3D7.1429300"	143.44	239.07	65.01	29.04	202.48	285.34	76.94	78.86	116.45	72.73	166.06	52.26
"PF3D7.1429600"	56.76	45.4	15.57	19.45	67.09	61.63	18.23	22.09	40.68	26.23	36.54	19.17
"PF3D7.1429700"	222.59	155.56	142.6	154.71	191.32	150.12	213.08	193.35	142.35	136.53	179.29	171.34
"PF3D7.1429800"	114.81	115.64	78.28	65.6	110.65	110.35	114.05	142.96	126.39	126.1	83.54	97.29
"PF3D7.1430000"	21.29	18.57	23.84	31.78	27.98	15.58	42.53	23.29	21.79	28.45	27.62	32.65
"PF3D7.1430100"	84.89	73.71	86.6	90.25	88.2	102.37	100.87	84.59	93.13	49.42	125.06	95.13
"PF3D7.1430200"	83.14	155.09	26.97	25	89.07	166.38	38.65	58.05	243.23	135.57	103.72	28.6
"PF3D7.1430300"	26.18	33.42	20.04	18.99	35.72	39.62	21.68	39.77	14.05	29.09	21.25	27.55
"PF3D7.1430800"	162.65	212.24	48.84	28.3	292.16	393.39	96.62	77.22	117.06	85.5	233.62	58.79
"PF3D7.1430900"	164.5	203.46	111.97	108.47	233.31	236.27	63.99	106.82	231.27	170.58	195.39	63.48
"PF3D7.1431100"	154.38	267.31	51.39	34.55	276.34	415.52	88.95	89.05	133.9	90.74	183.83	59.49
"PF3D7.1431300"	55.35	48.18	67.32	62.19	48.14	47.54	86.6	72.53	35.23	51.35	48.8	68.75
"PF3D7.1431400"	40.1	71.09	13.74	16.33	40.98	54.68	17.13	42.22	208.03	137.91	32.89	17.33
"PF3D7.1431600"	48.92	71.31	78.05	55.77	60.68	73.03	45.03	55.06	129.47	54.5	61.16	50.79
"PF3D7.1431700"	1879.23	1889.63	2651.38	2444.38	1194.42	1110.6	2669.58	2593.76	923.82	1048.83	2065.66	2161.67
"PF3D7.1432700"	57.85	108.72	79.91	65.88	33.63	63.28	23.49	56.25	132.97	23.13	69.46	17.67
"PF3D7.1433000"	781.97	590.69	700.32	558.71	362.7	591.49	590.49	800.33	573.95	325.65	702.52	837.73
"PF3D7.1433300"	20.63	25.48	13.75	16.01	20.76	29.43	17.77	19.61	39.3	22.96	20.89	14.1
"PF3D7.1433500"	287.88	363.11	151.89	121.47	343.73	436.33	247.59	333.35	298.23	823.48	242.83	165.26
"PF3D7.1433600"	68.48	76.1	199.96	170.13	69.76	71.99	105.71	78.13	149.92	85.08	166.27	98.46
"PF3D7.1434200"	1166.55	1429.84	1100.41	1424.88	662.94	834.92	907.58	1389.7	1889.58	607.48	1259.79	1183.72
"PF3D7.1434300"	480.02	390.72	962.28	1054.65	417.08	378.2	853.79	636.34	230.54	451.54	623.27	779.49
"PF3D7.1434400"	39.16	41.73	18.25	9.95	51.86	71.75	27.49	35.3	160.04	171.32	46.83	13.71
"PF3D7.1434600"	219.3	193.3	273.23	231.38	228.32	224.86	365.44	297.73	99.8	230.04	241.66	294.24
"PF3D7.1434800"	326.49	325.79	1833.91	1548.17	366.14	330.71	1127.56	613.24	468.82	341.64	848.25	1113.85
"PF3D7.1435200"	44.57	68.86	12.04	6.15	58.99	72.53	33.42	33.02	139.96	109.59	47.07	22.51
"PF3D7.1435300"	21.37	37.76	12.27	6.51	25.92	44.95	5.47	17.42	90.95	66.47	23.34	11.87
"PF3D7.1435500"	38.57	24.09	32.79	36.74	32.76	19.09	48.79	27.39	46.25	41.2	37.72	34.3
"PF3D7.1436000"	278.72	165.09	638.72	588.11	157.61	138.67	956.26	682.49	113.52	291.46	486.08	766.31
"PF3D7.1436300"	512.74	577.54	219.84	233.6	473.19	662.85	460.23	643.58	314.87	850.28	541.13	429.8
"PF3D7.1436600"	51.3	78.59	12.87	10.59	65.78	103.57	23.83	39.67	198.58	155.34	56.24	13.22
"PF3D7.1436900"	35.27	23.92	27.66	23.94	22.48	19.68	43.51	28.05	16.95	16.2	22.35	36.1
"PF3D7.1437000"	73.32	91.16	89.94	82.88	77.19	86.93	104.98	103.93	88.74	107.42	81.79	79.83
"PF3D7.1437300"	67.34	82.16	17.79	13.28	59.73	77.23	25.28	46.13	275.07	169.97	39.74	20.02
"PF3D7.1437400"	19.06	17.57	54.59	51.84	13.18	17.31	42.92	24.51	33.14	19.13	20.39	51.38
"PF3D7.1437700"	21.14	23.51	8.79	6.65	28.86	39.43	15.9	14	30.67	23.7	29.38	13.96
"PF3D7.1437800"	57.6	86.98	39.64	51.91	44.22	35.06	43.73	59.43	29.01	45.23	53.01	40.52
"PF3D7.1437900"	1466.13	1310.82	2371.23	2294.32	1104.47	1201.25	2013.46	1817.32	664.49	1015.99	1482.58	1945.06
"PF3D7.1438000"	315.24	243.96	291.65	273.2	289.2	209.57	485.33	359.27	150.16	300.89	224.8	311.85
"PF3D7.1438500"	34.81	24.21	33.61	35.74	31.28	28.92	45.51	44.16	18.83	35.5	33.15	47.26
"PF3D7.1438800"	52.36	74.48	20.5	8.58	85.05	128.38	42.98	31.32	50.19	41.12	73.52	18.71
"PF3D7.1438900"	1529.79	1337.21	1546.38	1319.76	917.7	860.83	1634.09	1613.14	661.91	690.75	1299.24	1377.93
"PF3D7.1439400"	189.99	266.36	98.02	71.86	192.12	278.18	66.26	142.09	457.11	144.86	197.3	66.28
"PF3D7.1439500"	21.16	26.11	1.84	4.15	18.93	29.56	8.25	8.28	38.34	45.32	16.94	6.74
"PF3D7.1439700"	42.92	37.41	39.01	38.75	67.42	55.57	34.1	29.03	54.97	41.56	60.7	34.82
"PF3D7.1439800"	351.38	243.25	274.87	289.73	291.39	249.02	391.43	302.54	443.66	350.73	321.25	401.82
"PF3D7.1439900"	1953.38	1390.37	3521.98	3048.89	1393.54	1148.35	3335.35	2512.51	1143.1	1252.07	2401.28	2684.61
"PF3D7.1440100"	22.97	26.69	25.36	16.35	29.33	29.04	12.87	13.58	93.17	54.18	21.29	14.15
"PF3D7.1440500"	45.11	29.17	38.27	38.58	58.92	51.83	58.59	42.97	21.93	32.9	67.85	54.38
"PF3D7.1441100"	1293.14	2514.17	890.86	1744.78	336.42	726.22	523.61	2332.27	799.51	315.87	609.99	926.7
"PF3D7.1441400"	90.26	79.93	133.65	141.23	84.04	69.94	111.59	106.02	87.3	66.26	96.49	111.71
"PF3D7.1441500"	36.99	29.1	36.64	22.45	51.18	24.79	42.63	30.16	50.8	38.12	38.47	35.84
"PF3D7.1442000"	51.54	39.44	88.2	102.86	60.48	50.35	92.94	62.78	29.23	45.59	74.78	53.08
"PF3D7.1442100"	101.01	133.21	231.55	260.91	115.2	128.08	229.97	113.89	270.19	81.46	259.53	188.59
"PF3D7.1442200"	11.41	11.12	27.96	31.81	19.52	21.03	19.42	14.09	22.19	23.93	19	16.77
"PF3D7.1442300"	289.03	220.43	320.81	348	280.62	277.96	499.17	363.51	174.79	347.87	315.65	370.44
"PF3D7.1442500"	14.7	8.06	25.22	26.16	12.79	8.14	27.42	19.88	10.5	10.08	24.76	32.36
"PF3D7.1442900"	70.89	65.85	28.26	25.11	63.05	66.85	41.21	65.78	47.92	76.95	33.64	44.34
"PF3D7.1443100"	36.34	54.06	42.33	39.28	59.06	47.45	55.24	53.29	99.51	64.44	48.01	38.42
"PF3D7.1443300"	518.37	442.54	609.66	548.18	451.81	279.24	910.07	784.49	148.17	296.41	529.98	574.54
"PF3D7.1443500"	7.25	4.93	41.73	41.31	8.59	8.5	29.05	15.83	14.8	14.45	20.92	30.34
"PF3D7.1443800"	55.62	44.11	59.53	57.62	48.49	53.14	75.5	63.42	54.73	48.53	48.4	55.22
"PF3D7.1443900"	31.4	32.25	75.63	77.71	38.4	29.03	71.92	56.32	49.96	37.87	49.1	66.97
"PF3D7.1444200"	36.72	39.15	12	3	72.92	67.27	17.41	26.78	53.13	54.28	49.23	10.34
"PF3D7.1444300"	175.23	208.22	197.48	171.04	140.2	206.24	182.53	192.07	392.7	209.02	226.22	145.39
"PF3D7.1445200"	147.42	150.96	195.63	177.04	141.69	131.27	353.92	292.81	54.67	140.97	155.39	231.64
"PF3D7.1445300"	22.26	21.7	48.75	46.11	23.76	26.31	21.86	26.29	32.45	21.94	22.62	24.99
"PF3D7.1445400"	279.09	277.62	403.14	381.14	208.52	279.15	677.25	642.78	155.26	324.53	370.71	521.86
"PF3D7.1445600"	241.08	250.07	271.74	293.5	226.1	232.38	321.18	281.89	178.59	303.34	235.89	349.83
"PF3D7.1445700"	792.28	682.24	1619.73	1383.62	871.53	686.74	1860.68	1203.77	502.14	879.32	950.95	1129.26
"PF3D7.1446000"	454.72	217.09	367.73	366.85	465.08	0	781.47	692.42	935.02	0	213.75	453.12
"PF3D7.1446200"	857.16	798.92	1024.94	831.06	568.64	448.54	1446.18	1426.06	387.68	707.02	809.19	1070
"PF3D7.1446400"	35.07	26.39	33.73	31.89	36.23	38.18	30.69	17.77	20.49	18.39	27.92	24
"PF3D7.1446500"	28.5	32.35	46.87	34.98	32.64	30.02	43.86	55.69	25.45	34.26	31.28	53.69
"PF3D7.1446700"	68.5	97.41	66.66	85.05	113.36	136.43	87.77	65.82	185.63	116.72	118.51	92.39
"PF3D7.1446800"	89.91	71.21	170.17	143.55	75.79	104.2	61.99	58.49	109.35	88.69	98.1	59.64
"PF3D7.1446900"	163.87	156.17	210.68	207.31	92.61	107.43	290.96	202.42	125.33	117.72	159.54	223.2
"PF3D7.1447000"	2127.13	2105.27	3014.85	3483.57	736.92	936.31	2266.16	3518.42	946.76	624.04	2247.68	2793.91
"PF3D7.1447100"	605.19	374.8	440.06	551.48	530.54	477.43	969.85	738.44	330.87	432.96	549.98	605.72
"PF3D7.1447200"	174.75	199.68	176.29	211	156.88	211.83	236.99	289.74	154.61	142.35	164.38	210.25
"PF3D7.1447300"	71.96	92.87	219.93	224.2	71.01	100.26	126.4	100.3	146.54	68.64	129.19	140
"PF3D7.1447900"	34.57	29.01	117.77	115.86	30.71	30.27	74.02	39.8	41.21	42.5	62.72	95.98
"PF3D7.1448000"	47.96	41.47	39.5	46.51	42.56	40.03	62.01	60.32	14.13	40.61	39.07	59.36
"PF3D7.1448300"	26.33	35.49	40.13	33.06	32.38	33.08	27.78	39.42	61.4	47.29	22.75	42.33
"PF3D7.1448400"	27.66	19.98	26.73	30.69	28.87	28.54	21.11	16.35	40.79	24.79	40.76	25.08
"PF3D7.1448600"	75.33	61.23	123.62	108.02	78.91	88.75	156.02	105.52	68.28	63.58	108.66	153.78
"PF3D7.1448900"	146.19	203.01	108.37	168.38	174.62	369.28	134.31	128.7	240.03	176.94	256.59	107.91
"PF3D7.1449000"	28.8	58.42	11.36	2.37	51.52	78.75	25.84	14.12	32.75	62.73	36.28	17.43
"PF3D7.1449100"	30.8	43.81	17.33	9.89	50.63	58.78	13.36	24.01	116.52	84.95	22.52	15.19
"PF3D7.1449200"	1158.91	1520.23	314.89	233	1078.27	912.49	321.51	656.17	4762.95	1936.76	979.93	349.94
"PF3D7.1449400"	17.73	16.93	23.08	30.92	19.78	22.14	12.73	12.7	36.62	29.7	14.2	16.12
"PF3D7.1449800"	99.45	72.9	110.4	115.26	103.53	71.73	195.75	125.52	77.67	115.65	112.02	128.43
"PF3D7.1450400"	26.48	29.56	29.76	22.48	28.86	25.25	32.46	47.92	26.82	37.11	23.95	39.02
"PF3D7.1450700"	188.08	203.86	254.37	277.01	187.55	224.59	376.5	329.26	141.39	212.28	192.92	275.56
"PF3D7.1450900"	5.45	7.29	39.48	32.71	8.32	8.29	8.74	9.32	14.34	9.08	12.05	12.04
"PF3D7.1451000"	46.91	38.18	47.99	62.75	27.75	30.33	58.46	39.24	14.07	24.39	30.61	41.6
"PF3D7.1451100"	2625.32	2488.37	3887.86	3201.48	1128.83	1339.91	3256.95	4912.7	951.88	1025.76	2448.84	3265.93
"PF3D7.1451200"	422.18	426.09	327.05	345.22	392.68	527.77	464.53	509.01	241.05	552.3	299.29	394.03
"PF3D7.1451300"	114.01	147.26	142.66	159.92	79.63	143.39	95.5	83.38	248.21	87.6	122.19	93.42
"PF3D7.1451500"	70.34	58.71	67.04	74.68	128.38	55.21	111.48	48.59	53.36	72.64	110.92	72.3
"PF3D7.1451700"	179.45	226.8	71.61	48.34	284.33	294.73	125.06	73.53	634.67	418.72	248.66	72.77
"PF3D7.1451900"	85.17	65.45	92.3	90.9	62.77	71.24	124	105.47	46.61	72.99	68.07	109.05
"PF3D7.1452000"	26.59	40.91	4.82	6.27	28.84	44.21	8.13	18.96	146.19	88.04	26.88	4.46
"PF3D7.1452400"	52.13	41.01	80.76	64.18	45	55.65	101.85	84.18	54.74	62.08	53.93	82.52
"PF3D7.1452500"	35.79	52.28	23.38	28.22	61.94	48.77	39.58	31.95	90.03	68.43	33.59	23.5
"PF3D7.1452700"	191.54	158.98	315.56	267.56	231.4	236.3	237.35	181.76	233.28	147.02	295.53	269.58
"PF3D7.1452800"	21.07	21.04	79.97	86.39	42.58	24.81	57.91	18.97	29.7	36.13	26.14	26.12
"PF3D7.1453700"	2168.83	2003.71	4228.32	4817.4	1041.87	1425.51	2575.19	3444.15	1132.04	855.42	2492.05	3491.51
"PF3D7.1453800"	133.38	102.13	107.22	107.83	103.21	115.4	120.95	114.87	85.35	116.33	96.91	105.66
"PF3D7.1453900"	69.25	63.71	55.89	36.03	64.83	63.49	77.14	75.49	31.39	82.33	46.49	74.45
"PF3D7.1454000"	23.29	26.35	36.97	45.38	23.03	21.81	43.13	42.15	11.56	27.3	26.48	28.04
"PF3D7.1454100"	31.91	38.13	96.25	72.83	53.2	22.42	40.86	15.89	32.65	27.85	15.58	23.77
"PF3D7.1454400"	203.93	163.58	357.65	470.93	112.9	117.02	286.05	271.27	109.98	120.58	239.01	252.98
"PF3D7.1454500"	342.07	334.49	292.19	303.01	373.13	374.93	442.82	338.59	301.67	305.13	433.47	339.59
"PF3D7.1454600"	48.64	50.16	66.92	62.92	53.89	39.6	85.95	77.89	60.54	47.17	67.48	60.27
"PF3D7.1454700"	236.54	203.08	327.34	262.94	160.85	133.97	275.15	280.2	218.61	148.27	215.52	271.19
"PF3D7.1454900"	60.77	45.12	7.34	11.59	28.73	122.84	8.89	18.97	72.7	11.9	55.05	7.48
"PF3D7.1455100"	88.64	91.73	128.15	164.08	102.96	112.94	142.91	95.53	96.81	219.78	158.94	102.43
"PF3D7.1455300"	112.19	187.81	26.95	31.68	117.61	219.82	53.38	74.56	307.02	291.46	155.37	35.26
"PF3D7.1455500"	26.5	35.23	35.41	34.34	29.31	34.26	41.3	29.99	32.2	24.85	29.62	34.51
"PF3D7.1456700"	79.66	70.14	57.13	70.47	58.2	61.73	57.26	68.89	62.56	42.11	63.66	53.27
"PF3D7.1456800"	396.2	391.61	316.41	380.58	190.24	238.73	375.81	477.21	143.83	178.92	390.94	401.53
"PF3D7.1457000"	370.16	280.12	478.78	351.18	248.87	273.47	757.74	702.68	463.46	311.92	434.12	456.05
"PF3D7.1457100"	51.46	29.54	46.64	47.47	44.29	29.41	168.68	147.21	30.46	66.79	64.43	95.77
"PF3D7.1457200"	772.41	874.35	1075.27	1054.29	339.21	585.59	600.96	881.85	1729.8	428.1	757.74	691.6
"PF3D7.1457300"	171.05	147.21	258.04	233.34	170.08	120.48	323.29	221.29	67.98	174.43	142.7	242.31
"PF3D7.1457500"	48.85	64.57	57.74	55.89	50.38	59.07	38.85	35.59	138.19	74.87	51.1	31.99
"PF3D7.1458000"	86.81	89.67	95.56	111.01	88.9	80.91	141.39	122.96	42.49	105.92	73.93	111.89
"PF3D7.1458100"	135.64	229.44	45.35	41.54	83.09	73.75	33.87	162.16	35.6	53.9	68.68	48.78
"PF3D7.1458700"	18.81	18.43	21.93	24.63	31.44	27.85	11.86	20.89	40.08	28.76	36.95	28.26
"PF3D7.1459000"	372.12	343.87	230.38	208.84	342.81	334.31	317.16	345.09	189.74	280.73	208.26	253.04
"PF3D7.1459200"	25.4	35.13	18.19	22.54	25.36	31.55	20.02	32.41	21.07	22.46	24.55	29.94
